prompt_id,entropy,latency,tokens_used,correct,llm_answer,ground_truth,avg_au,avg_eu,cosine
prompt45,0.7741498336371672,1.164304494857788,8,no,11,104,2.89453125,0.063079833984375,0.1425628662109375
prompt46,0.8506349037096144,1.1639766693115234,8,no,12,163,2.5087890625,0.053192138671875,0.171051025390625
prompt47,0.4829896547224724,1.221147060394287,9,no,100,800,2.1263020833333335,0.053802490234375,0.09644063313802083
prompt48,0.907572493757479,1.0714211463928223,8,no,9,8,2.166015625,0.064453125,0.2437744140625
prompt49,0.6797968628468575,0.9620184898376465,7,no,6,30,3.220703125,0.06298828125,0.0635986328125
prompt50,0.7708902517815908,1.0686299800872803,8,no,64,294,2.9990234375,0.05712890625,0.0985107421875
prompt51,0.772771706790219,1.076749563217163,8,no,1,5,2.734375,0.065185546875,0.1029052734375
prompt52,0.7903182878043885,0.9701492786407471,7,no,4,15,2.453125,0.05743408203125,0.1673583984375
prompt53,0.5835994301961689,2.489445686340332,18,no,250,40,5.425130208333333,0.23189290364583334,0.043212890625
prompt54,0.7800308269473286,1.100060224533081,8,no,50,40,2.8203125,0.0560760498046875,0.1137847900390625
prompt55,0.5399539774427555,0.9651951789855957,7,no,8,14,2.7265625,0.0723876953125,0.0986328125
prompt56,0.8706889968939934,1.0785112380981445,8,yes,3,3,2.052734375,0.059600830078125,0.2352294921875
prompt57,0.7618027458202186,1.4536411762237549,11,no,6650,83,2.9150390625,0.05572509765625,0.10193634033203125
prompt58,0.6142312105403637,1.5953669548034668,12,no,51.4,57,1.731640625,0.0506103515625,0.169189453125
prompt59,0.862433357825326,1.075878381729126,8,no,76,187,2.458984375,0.0507049560546875,0.1541748046875
prompt60,0.7251925435494371,0.957054853439331,7,no,45,17,2.8330078125,0.0540924072265625,0.09259033203125
prompt61,0.7035087903555558,1.1995880603790283,9,no,9250,1430,2.880859375,0.05603790283203125,0.11093902587890625
prompt62,0.6608049676390616,1.6869502067565918,13,no,30830,25000,2.051171875,0.052496337890625,0.2285888671875
prompt63,0.7543395167658852,1.5648689270019531,12,no,1700,1596,2.349609375,0.05687713623046875,0.197235107421875
prompt64,0.8207886858769036,1.2773659229278564,9,no,11,300,2.22265625,0.05615234375,0.24041748046875
prompt65,0.7814606958702651,1.1974475383758545,9,no,122,36,2.8138020833333335,0.0548095703125,0.12577311197916666
prompt66,0.7022514978171838,6.859879493713379,55,no,20,48,1.9677734375,0.0537872314453125,0.1993408203125
prompt68,0.6593122234997184,1.080392837524414,8,no,10,36,2.4248046875,0.0559539794921875,0.158721923828125
prompt69,0.6663735309735762,1.0624780654907227,8,no,24,60,2.7353515625,0.0541534423828125,0.118011474609375
prompt70,0.6088144308889262,1.2028448581695557,9,no,740,7425,3.267578125,0.062154134114583336,0.10504150390625
prompt71,0.40184503236872526,1.2015776634216309,9,no,40,60,2.5751953125,0.058441162109375,0.098114013671875
prompt72,0.8496985064453226,1.3166303634643555,10,no,102,221,2.693359375,0.055633544921875,0.123046875
prompt73,0.8337338894891466,1.0608863830566406,8,no,45,255,2.271484375,0.05633544921875,0.21722412109375
prompt75,0.7060431495819894,2.411390781402588,19,no,16,60,3.2041015625,0.0677947998046875,0.0712738037109375
prompt76,0.8027834912965908,2.401423692703247,18,no,23,5,2.8564453125,0.0586395263671875,0.09326171875
prompt77,0.5353440372000342,1.0596957206726074,8,no,44,100,3.353515625,0.08099365234375,0.1157684326171875
prompt78,0.8813124227174427,1.1966288089752197,9,no,5,6,2.271484375,0.06121826171875,0.237060546875
prompt79,0.3141806574552759,1.2003264427185059,9,yes,70,70,1.0234375,0.0544281005859375,0.58966064453125
prompt80,0.7430428441293728,1.068723440170288,8,no,12,10,2.73046875,0.0622100830078125,0.1331787109375
prompt81,0.9194828356359075,1.082153558731079,8,no,9,17,2.275390625,0.0584716796875,0.237060546875
prompt82,0.8447631024762389,1.185002326965332,9,no,356,623,2.7037760416666665,0.054921468098958336,0.14429728190104166
prompt83,0.8213477169433243,1.0820715427398682,8,no,20,600,2.3916015625,0.0529937744140625,0.178863525390625
prompt84,0.5547908976477867,2.481938600540161,20,no,10,15,2.67578125,0.05682373046875,0.152130126953125
prompt86,0.8886373574670927,0.9749422073364258,7,no,7,22,2.37109375,0.05413818359375,0.16650390625
prompt87,0.604891850010758,1.4493482112884521,11,no,720,9360,1.896484375,0.05438232421875,0.23030598958333334
prompt88,0.6072467095101154,1.1960389614105225,9,no,100,8000,2.759765625,0.056304931640625,0.08837890625
prompt89,0.5871647578340324,1.5305325984954834,12,no,37.5,24,1.5908203125,0.051953125,0.1564056396484375
prompt90,0.7640770738646935,1.165780782699585,8,no,153,225,2.6471354166666665,0.053914388020833336,0.14229329427083334
prompt91,0.777646684913557,1.0579164028167725,8,no,12,28,2.728515625,0.059783935546875,0.14990234375
prompt92,0.7034399952883331,0.9496665000915527,7,no,5,4,2.84765625,0.06964111328125,0.09295654296875
prompt93,0.7836582658278222,1.1581716537475586,8,no,18,36,3.041015625,0.056854248046875,0.094940185546875
prompt94,0.7178719512142022,1.076528787612915,8,no,92,348,3.29296875,0.0644989013671875,0.083984375
prompt95,0.9235727923741632,1.058701515197754,8,no,4,40,2.166015625,0.06121826171875,0.2437744140625
prompt96,0.8129815643055003,1.073333978652954,8,no,17,3,2.7685546875,0.053314208984375,0.103851318359375
prompt97,0.6836791267906601,0.9544937610626221,7,no,8,12,3.04296875,0.07232666015625,0.07501220703125
prompt98,0.7778631314216989,0.9937098026275635,7,yes,5,5,2.369140625,0.0509033203125,0.196044921875
prompt99,0.7633847146019349,1.098095178604126,8,no,40,58,2.416015625,0.051055908203125,0.18170166015625
prompt100,0.5338636723102009,2.428642988204956,18,no,202545,175,1.5294596354166667,0.049290974934895836,0.4688618977864583
prompt101,0.82163723280725,1.4470539093017578,11,no,14.3,6,2.56884765625,0.05175018310546875,0.1669769287109375
prompt102,0.7558482340712844,0.9716591835021973,7,no,7,26,2.67578125,0.054290771484375,0.1129150390625
prompt103,0.8718162162474884,12.408199548721313,100,no,78,140,2.2998046875,0.0488433837890625,0.1956787109375
prompt104,0.5994843185511711,1.3329293727874756,10,no,625,500,1.67041015625,0.053080240885416664,0.2727864583333333
prompt105,0.7049745244337782,0.9513404369354248,7,no,6,20,3.224609375,0.059173583984375,0.0635986328125
prompt106,0.8688543399392907,2.2653138637542725,18,no,210,72,2.486328125,0.054209391276041664,0.17230224609375
prompt107,0.7546494149342451,1.0554637908935547,7,yes,3,3,2.369140625,0.05133056640625,0.135986328125
prompt109,0.8311968151387262,1.3125348091125488,10,no,11,28,2.1640625,0.054901123046875,0.21087646484375
prompt110,0.6132474216884266,1.113626480102539,8,no,68,45,3.76171875,0.0709228515625,0.0557708740234375
prompt111,0.7210354109304297,1.5725514888763428,12,no,0.25,16,2.138671875,0.05390167236328125,0.1750335693359375
prompt112,0.7846974033106464,0.9688143730163574,7,no,4,24,2.673828125,0.0567626953125,0.1143798828125
prompt113,0.7992910657132901,0.9400017261505127,7,no,3,25,2.607421875,0.05682373046875,0.1258544921875
prompt114,0.8807940733149415,1.2563152313232422,9,no,10,6,2.32421875,0.05072021484375,0.197265625
prompt115,0.7165088660144877,1.2918808460235596,9,no,50,90,2.826171875,0.056427001953125,0.0966796875
prompt116,0.7348841720515147,1.0795485973358154,8,no,24,42,3.51953125,0.075347900390625,0.1015167236328125
prompt117,0.4825459046478881,1.1867988109588623,9,no,180,360,1.7666015625,0.053293863932291664,0.13033040364583334
prompt118,0.7454788136971272,1.2056958675384521,9,no,11,4,2.3896484375,0.057952880859375,0.164703369140625
prompt119,0.48584775092066634,1.462834119796753,11,no,44000,95200,1.49921875,0.047723388671875,0.49744873046875
prompt120,0.6214515527454483,0.9497506618499756,7,no,15,240,1.76611328125,0.052276611328125,0.18817138671875
prompt121,0.8211133954627199,1.0748367309570312,8,no,19,27,2.4765625,0.054779052734375,0.173065185546875
prompt122,0.663326713021803,0.9612109661102295,7,no,9,48,2.912109375,0.057403564453125,0.08282470703125
prompt123,0.7709940479219495,1.11320161819458,8,no,7,50,2.67578125,0.05426025390625,0.12005615234375
prompt124,0.6087721754583342,1.099794864654541,8,no,20,10,2.2119140625,0.0538482666015625,0.19293212890625
prompt125,0.819584028598974,1.1734309196472168,8,no,12,10,2.4150390625,0.0516815185546875,0.184814453125
prompt126,0.46860601643840855,1.2027904987335205,9,no,44,82,1.91552734375,0.0598602294921875,0.24542236328125
prompt127,0.8209267033383874,1.0734879970550537,8,no,77,120,2.7255859375,0.0537109375,0.1187744140625
prompt128,0.39359132629887794,5.312714099884033,40,no,7515,880,1.2685546875,0.04828643798828125,0.5825958251953125
prompt129,0.7238689873639502,1.4204902648925781,11,no,4800,10000,2.234619140625,0.053375244140625,0.16376495361328125
prompt130,0.7981278131443026,1.0862669944763184,8,no,31,30,2.4248046875,0.052734375,0.176055908203125
prompt131,0.5427216428750749,1.3109171390533447,10,no,350,940,1.44140625,0.0526123046875,0.4921468098958333
prompt132,0.7754381256229355,0.9644510746002197,7,no,12,60,2.2119140625,0.055938720703125,0.1756591796875
prompt133,0.5025475264263034,4.717782974243164,39,no,3623775,13,2.2080078125,0.05804443359375,0.2576904296875
prompt134,0.2558267211826782,1.0678038597106934,8,no,60,720,1.6806640625,0.0530853271484375,0.527191162109375
prompt135,0.7387667997892973,1.0797302722930908,8,no,18,40,2.6318359375,0.0619659423828125,0.149444580078125
prompt136,0.7726480301895138,0.9641401767730713,7,no,9,6,2.609375,0.05419921875,0.1163330078125
prompt137,0.7217619391831496,1.4535865783691406,11,no,10.0,29,2.63203125,0.05750732421875,0.172662353515625
prompt138,0.8871276677472714,0.9721493721008301,7,no,3,105,2.16796875,0.061309814453125,0.2437744140625
prompt139,0.8068259331779903,1.0824737548828125,8,no,12,70,2.8515625,0.0568084716796875,0.1456756591796875
prompt140,0.8261041359768404,1.0747408866882324,8,no,15,20,2.5869140625,0.054595947265625,0.14874267578125
prompt141,0.4380181749003255,1.4411842823028564,11,no,350,400,1.4055989583333333,0.051127115885416664,0.48974609375
prompt142,0.6371271679532813,1.1998624801635742,9,no,20,140,2.7275390625,0.05584716796875,0.11639404296875
prompt143,0.8356755112662786,1.2017126083374023,9,no,45,16,2.53515625,0.0536041259765625,0.130828857421875
prompt144,0.9360644698461581,1.3035509586334229,9,no,28,20,2.31640625,0.0529022216796875,0.2030029296875
prompt145,0.3863174559412943,1.922276258468628,15,no,1000,4000,1.140625,0.04735565185546875,0.3014640808105469
prompt146,0.6875784613094608,1.1958622932434082,9,no,452,2125,3.1712239583333335,0.06489054361979167,0.11993408203125
prompt147,0.8317366427476776,1.3141546249389648,9,no,111,75,2.564453125,0.052337646484375,0.15667724609375
prompt148,0.7906957433419648,1.6919324398040771,13,no,10,30,2.166015625,0.05401611328125,0.2176513671875
prompt149,0.7106430652345471,1.0846598148345947,8,yes,16,16,2.865234375,0.06072998046875,0.118743896484375
prompt150,0.7457392256452198,1.1609892845153809,8,no,27,4,3.4833984375,0.0667877197265625,0.0694580078125
prompt151,0.807931936460556,0.9370753765106201,6,yes,5,5,2.9140625,0.055267333984375,0.0848388671875
prompt152,0.5627394901813165,1.1958019733428955,9,no,60,4,2.322265625,0.053314208984375,0.156982421875
prompt153,0.7245209739579982,1.1855757236480713,8,no,57,48,2.8203125,0.055816650390625,0.09967041015625
prompt154,0.9074625956656956,1.0881590843200684,8,no,15,272,2.3671875,0.053619384765625,0.19244384765625
prompt155,0.7692873143195872,1.097292184829712,8,no,23,280,3.07421875,0.0621795654296875,0.103424072265625
prompt156,0.5867729447676793,1.211763620376587,9,no,240,1400,2.5755208333333335,0.054799397786458336,0.12632242838541666
prompt157,0.7420265192675457,1.0418622493743896,7,no,50,80,2.751953125,0.0536041259765625,0.10906982421875
prompt158,0.7977156480980434,1.063990592956543,8,no,57,34,2.9267578125,0.05841064453125,0.106292724609375
prompt159,0.807916805979303,0.9581315517425537,7,no,5,15,2.53515625,0.055999755859375,0.149169921875
prompt160,0.8602775451389808,1.0794265270233154,8,no,14,16,2.4423828125,0.0533447265625,0.1859130859375
prompt161,0.7962795196761128,1.0841190814971924,8,no,14,32,2.908203125,0.06207275390625,0.146636962890625
prompt162,0.7033781295720505,1.313929796218872,10,no,2.4,92,2.90966796875,0.0716400146484375,0.1450958251953125
prompt163,0.6759322224772347,1.0768821239471436,8,no,55,50,3.4140625,0.0667724609375,0.08380126953125
prompt164,0.7410845033374055,1.3283944129943848,10,no,1490,15,3.08837890625,0.0597076416015625,0.1271209716796875
prompt165,0.9098316535344835,1.4317502975463867,10,no,263,77,2.3033854166666665,0.05303955078125,0.21602376302083334
prompt166,0.6659800198738902,0.9711482524871826,7,yes,5,5,2.900390625,0.07098388671875,0.07952880859375
prompt167,0.6053889738458068,1.0672743320465088,8,no,9,16,2.611328125,0.05548095703125,0.12255859375
prompt168,0.6882152923341325,1.072683572769165,8,no,14,18,2.74365234375,0.061920166015625,0.1347198486328125
prompt169,0.6837832558676514,4.272857427597046,35,no,160,120,2.40625,0.053019205729166664,0.16294352213541666
prompt170,0.7311877734496162,1.076981544494629,8,no,75,150,3.388671875,0.0658721923828125,0.08978271484375
prompt171,0.9594004964086591,1.544517993927002,12,no,260,1210,2.232421875,0.056111653645833336,0.22591145833333334
prompt172,0.7693340552392682,0.9732520580291748,7,no,8,51,2.798828125,0.058013916015625,0.0958251953125
prompt173,0.7101211090175169,1.486088514328003,11,no,2800,18000,2.2470703125,0.05434417724609375,0.192352294921875
prompt174,0.5668503063851394,1.6885662078857422,12,no,530,95,2.2669270833333335,0.054718017578125,0.17548624674479166
prompt175,0.8483662362476718,1.2086303234100342,9,no,28,15,2.2705078125,0.0552520751953125,0.19927978515625
prompt176,0.8620643436781747,1.196885585784912,9,no,13,100,2.22265625,0.0552978515625,0.21319580078125
prompt177,0.6717907689699112,1.0331838130950928,7,no,9,350,3.568359375,0.06671142578125,0.04620361328125
prompt178,0.8839296763188342,1.0091938972473145,7,no,42,122,2.5693359375,0.05230712890625,0.166534423828125
prompt179,0.7438663709149365,2.626925230026245,21,no,24,130,3.599609375,0.0915069580078125,0.13848876953125
prompt180,0.5162924055297908,1.0783278942108154,8,no,40,20,3.419921875,0.077972412109375,0.100341796875
prompt181,0.8218677363283078,1.1665327548980713,8,no,43,160,2.4873046875,0.055450439453125,0.17279052734375
prompt182,0.8429299519494309,1.0617012977600098,8,no,39,23,2.2763671875,0.0539398193359375,0.197509765625
prompt183,0.7052311743507421,1.6889305114746094,12,no,31,2,3.1796875,0.056884765625,0.0829620361328125
prompt184,0.7534108225237667,1.2057461738586426,9,no,24,25,3.51171875,0.0930023193359375,0.093353271484375
prompt185,0.49656974632838435,12.426971673965454,100,no,1512322.0,30,2.266357421875,0.06313705444335938,0.2419281005859375
prompt186,0.7521943580727644,1.3261303901672363,9,no,20,5,2.3623046875,0.05743408203125,0.172698974609375
prompt187,0.6387173319433401,0.9629206657409668,7,no,0,106,3.708984375,0.0762939453125,0.046234130859375
prompt188,0.6708937355834697,1.0871894359588623,8,yes,50,50,2.29833984375,0.0553436279296875,0.17095947265625
prompt189,0.6104052368389098,0.966355562210083,7,no,9,34,4.00390625,0.0828857421875,0.045440673828125
prompt190,0.6794804741967928,1.062486171722412,8,no,18,360,2.5361328125,0.0548553466796875,0.124603271484375
prompt191,0.7610649978984748,3.0600037574768066,25,no,1.625,5,2.61083984375,0.0536956787109375,0.1371612548828125
prompt192,0.8321578174328789,1.1917085647583008,9,no,61,91,2.5341796875,0.0533905029296875,0.1468505859375
prompt193,0.6167405130195205,1.0620176792144775,7,no,3,24,3.36328125,0.0614013671875,0.0552978515625
prompt194,0.7284552315482413,1.4409935474395752,11,no,63,10,2.0439453125,0.0590667724609375,0.23333740234375
prompt195,0.5793752081863924,1.3137764930725098,10,no,7.2,12,1.75244140625,0.0515594482421875,0.154052734375
prompt196,0.6945030685338277,0.9592764377593994,7,no,4,120,2.9140625,0.057403564453125,0.08416748046875
prompt198,0.8539845600522357,1.210735559463501,9,no,121,320,2.4420572916666665,0.052937825520833336,0.18271891276041666
prompt199,0.5743741814186019,8.035401105880737,63,no,800,7500,2.58984375,0.051829020182291664,0.08591715494791667
prompt200,0.6537884302665637,1.079481601715088,8,no,42,55,2.8955078125,0.0601959228515625,0.1005859375
prompt201,0.6330391366875919,0.8419702053070068,6,no,8,114200,3.599609375,0.06292724609375,0.0491943359375
prompt202,0.4940048262101333,1.2056825160980225,9,no,50,100,2.5712890625,0.0579681396484375,0.0742034912109375
prompt203,0.8948841250884523,1.1782524585723877,8,no,24,31,2.279296875,0.05078125,0.217529296875
prompt204,0.8010653293341385,1.0764541625976562,8,no,28,98,2.8798828125,0.061981201171875,0.1424102783203125
prompt205,0.29201829484933656,11.943039655685425,91,no,148993.0,98,1.0313895089285714,0.04819597516741071,0.5384477887834821
prompt206,0.7092995072906514,1.3281519412994385,10,no,305,860,2.0833333333333335,0.054931640625,0.2421875
prompt207,0.7979164931952102,4.544501066207886,36,no,2500,2600,2.413330078125,0.053009033203125,0.13306427001953125
prompt208,0.6729068725081186,0.9632313251495361,7,no,4,76,2.67578125,0.05865478515625,0.11383056640625
prompt209,0.5825084629055275,0.9458205699920654,7,no,5,145,4.78515625,0.1258544921875,0.0411376953125
prompt210,0.6142028582271081,1.0513222217559814,7,no,5,10,3.763671875,0.090576171875,0.049530029296875
prompt211,0.779932853864594,1.0946323871612549,8,no,10,4,3.017578125,0.06146240234375,0.12200927734375
prompt212,0.3971185226113161,12.459560632705688,100,no,4.0,5,1.0830078125,0.050994873046875,0.61407470703125
prompt213,0.5232649110580105,1.196232557296753,9,yes,250,250,1.912109375,0.050679524739583336,0.10062662760416667
prompt214,0.5428334787248608,0.9664769172668457,7,no,3,8,4.37890625,0.10504150390625,0.0394287109375
prompt215,0.6893408166776434,0.964824914932251,7,no,6,44,3.390625,0.07025146484375,0.05560302734375
prompt216,0.8018305314920786,1.4365830421447754,11,no,820.25,220,2.3043619791666665,0.050420125325520836,0.17667643229166666
prompt217,0.6192089206773177,1.193162441253662,9,no,6,15,2.27734375,0.0518798828125,0.197998046875
prompt218,0.7853916571365156,1.0734162330627441,8,no,18,45,3.326171875,0.0797882080078125,0.1180267333984375
prompt220,0.7714031465085913,1.2111001014709473,9,no,73,70,2.828125,0.0552215576171875,0.094696044921875
prompt221,0.7556844010005068,1.0838329792022705,8,no,19,90,2.923828125,0.057220458984375,0.143829345703125
prompt222,0.4189827869309558,1.064755916595459,8,no,50,140,2.37646484375,0.05816650390625,0.08734130859375
prompt223,0.31950671118998136,12.501729249954224,100,no,37500,20000,1.38681640625,0.049444580078125,0.49459228515625
prompt224,0.8624367268625742,1.3263189792633057,10,no,150,180,2.5579427083333335,0.055582682291666664,0.1578369140625
prompt225,0.5658289035743929,1.202042579650879,9,no,1,9,3.509765625,0.06854248046875,0.05023193359375
prompt226,0.8574598937061423,1.4525330066680908,11,no,18.9,33,2.2939453125,0.05220794677734375,0.1781463623046875
prompt227,0.6869109388796231,1.1769273281097412,8,no,13,9,3.06640625,0.05755615234375,0.1072998046875
prompt229,0.7858708456709684,1.1221647262573242,8,no,57,21,2.64453125,0.052459716796875,0.122802734375
prompt230,0.3264161240398119,1.5505504608154297,12,no,24000,276000,1.0658203125,0.04967041015625,0.5250732421875
prompt231,0.8477449450466543,1.0927488803863525,8,no,25,50,2.4560546875,0.0506591796875,0.16522216796875
prompt232,0.806101703557587,2.4060006141662598,19,no,25,75,1.908203125,0.0580291748046875,0.24127197265625
prompt233,0.6982122908464674,1.0958786010742188,8,no,23,12,2.365234375,0.0545196533203125,0.1646728515625
prompt234,0.8174906980401131,1.081432580947876,8,no,18,21,2.5673828125,0.05548095703125,0.146728515625
prompt235,0.8040622212249984,1.3112812042236328,10,yes,10,10,2.4541015625,0.0540008544921875,0.15435791015625
prompt236,0.8413954081242042,0.8412775993347168,6,no,5,31,2.373046875,0.05145263671875,0.1663818359375
prompt237,0.6199080236785713,1.193526029586792,9,no,60,90,1.70849609375,0.0538177490234375,0.23199462890625
prompt238,0.6945030685338277,0.9560561180114746,7,no,7,68,2.908203125,0.0589599609375,0.08380126953125
prompt239,0.7456462318694156,1.3392481803894043,10,no,200,280,2.3326822916666665,0.05401611328125,0.204833984375
prompt240,0.9183515463332442,1.1874899864196777,9,no,12,21,2.2744140625,0.0516815185546875,0.22052001953125
prompt241,0.6997079445052484,0.9586727619171143,7,no,3,6,2.798828125,0.0594482421875,0.09136962890625
prompt242,0.8457914233181502,1.5530450344085693,12,no,15.5,3,2.595703125,0.0508880615234375,0.154510498046875
prompt243,0.6892034337243159,1.3276426792144775,10,no,600,250,2.3274739583333335,0.052012125651041664,0.13787841796875
prompt244,0.8535909105475543,0.9553005695343018,7,no,3,20,2.4609375,0.05084228515625,0.166015625
prompt245,0.6074875205902432,0.9687249660491943,7,no,8,7,3.76171875,0.0701904296875,0.04669189453125
prompt246,0.21821965190982112,11.024457454681396,84,no,1500,27000,1.73876953125,0.0692291259765625,0.5520172119140625
prompt248,0.6951523117916731,1.4376757144927979,11,no,600,300,2.1673177083333335,0.052134195963541664,0.15606689453125
prompt249,0.7043500026240399,1.2018399238586426,9,no,480,5600,2.91015625,0.058237711588541664,0.12836710611979166
prompt250,0.8536048440177179,0.9611358642578125,7,no,5,17,2.53515625,0.054412841796875,0.14208984375
prompt251,0.8054990787532139,1.1924057006835938,9,no,58,70,2.353515625,0.0525970458984375,0.17694091796875
prompt252,0.7206252680643223,1.0867009162902832,8,no,33,73,2.984375,0.060150146484375,0.126739501953125
prompt253,0.7647293162114253,1.0773394107818604,8,no,32,18,2.931640625,0.056549072265625,0.1241607666015625
prompt254,0.655973822262043,1.0857129096984863,8,no,11,84,2.619140625,0.053863525390625,0.11541748046875
prompt255,0.5281554280232998,1.1925029754638672,9,no,40,192,2.9345703125,0.0661773681640625,0.0596160888671875
prompt256,0.7227520278074449,1.105654001235962,8,no,54,45,3.662109375,0.074127197265625,0.0747528076171875
prompt257,0.48106743757093007,3.7095658779144287,30,no,10800,5600,1.616015625,0.0517822265625,0.49591064453125
prompt258,0.6131150122973945,1.197052001953125,9,no,4.5,6,2.75830078125,0.05654144287109375,0.1112213134765625
prompt259,0.8175450051311026,1.0764439105987549,8,no,36,168,2.9677734375,0.061279296875,0.124359130859375
prompt260,0.6552150142972745,0.9535610675811768,7,no,1,11,3.349609375,0.0760498046875,0.059234619140625
prompt261,0.7750678698331159,1.5672473907470703,12,no,8900,62,2.231201171875,0.05773162841796875,0.219696044921875
prompt262,0.6182567646147487,1.187696933746338,9,no,300,270,2.5670572916666665,0.054128011067708336,0.10174560546875
prompt263,0.8299993576978701,2.5047385692596436,20,no,1,8,2.517578125,0.0849609375,0.1307373046875
prompt264,0.5436241699071994,1.4335358142852783,11,no,125,400,2.3089192708333335,0.058624267578125,0.197021484375
prompt265,0.3450295207952551,1.81492018699646,13,no,150000,9500,1.5188802083333333,0.049692789713541664,0.5646565755208334
prompt266,0.4720293951185117,1.72580885887146,13,no,121000,118000,1.935546875,0.0522613525390625,0.4267730712890625
