prompt_id,entropy,latency,tokens_used,correct,llm_answer,ground_truth,avg_au,avg_eu
prompt28,0.0,9.569270133972168,53,no,5,25,,
prompt29,,9.810859441757202,54,buggy,None,104,,
prompt30,,14.404515743255615,80,buggy,None,109,,
prompt31,0.0,8.717934846878052,48,no,33,80,,
prompt32,0.0,13.819122314453125,77,yes,35,35,,
prompt33,,21.847248792648315,122,buggy,None,70,,
prompt34,,37.21958684921265,200,buggy,None,23,,
prompt35,0.0,11.187922239303589,62,no,18,9,,
prompt36,0.08030626670381492,16.173905611038208,90,no,15.0,75,0.6767578125,0.056549072265625
prompt37,0.0,5.497465133666992,30,no,8,2,,
prompt38,,6.153035879135132,34,buggy,None,10,,
prompt39,,30.712873935699463,163,buggy,None,18,,
prompt40,0.8533172210809478,4.40047287940979,24,no,6,8,2.6015625,0.07000732421875
prompt41,,40.447484493255615,200,buggy,None,200,,
prompt42,,0.8961856365203857,4,buggy,None,26,,
prompt43,,15.158113956451416,84,buggy,None,48,,
prompt44,,2.499688148498535,13,buggy,None,20,,
prompt45,,9.494503736495972,52,buggy,None,104,,
prompt46,,38.8097882270813,200,buggy,None,163,,
prompt47,,6.3503968715667725,35,buggy,None,800,,
prompt48,,5.077385902404785,28,buggy,None,8,,
prompt49,0.13070239217033852,27.879932165145874,152,no,19.12,30,0.86962890625,0.0624542236328125
prompt50,0.11934403524039161,7.021811485290527,39,no,882,294,0.6748046875,0.056182861328125
prompt51,,3.1879851818084717,17,buggy,None,5,,
prompt52,0.13578099041368707,8.350666999816895,46,no,25,15,0.67431640625,0.05682373046875
prompt53,0.0,25.217865228652954,132,no,160,40,,
prompt54,0.0,33.854461669921875,177,no,23,40,,
prompt55,,2.638801336288452,14,buggy,None,14,,
prompt56,0.0,13.653191566467285,76,yes,3,3,,
prompt57,,38.01945400238037,200,buggy,None,83,,
prompt58,0.6039869371713098,5.922192335128784,32,yes,57.0,57,1.7890625,0.063720703125
prompt59,,25.551010370254517,141,buggy,None,187,,
prompt60,0.31101067324328324,5.438103914260864,30,no,6,17,0.67578125,0.055908203125
prompt61,,4.246157646179199,23,buggy,None,1430,,
prompt62,0.0,21.554915189743042,117,no,75000,25000,,
prompt63,,1.2535865306854248,6,buggy,None,1596,,
prompt64,,38.68764352798462,200,buggy,None,300,,
prompt65,0.18139354101958194,8.135238647460938,45,yes,36,36,2.02734375,0.083740234375
prompt66,0.46440268705692966,6.18727707862854,34,no,28,48,0.67626953125,0.05584716796875
prompt67,0.0,29.560428857803345,159,no,8,595,,
prompt68,0.0,26.02329683303833,143,no,12,36,,
prompt69,,0.8916370868682861,4,buggy,None,60,,
prompt70,0.570460865281993,1.415452003479004,7,no,225,7425,3.1009114583333335,0.09092203776041667
prompt71,,37.120527505874634,200,buggy,None,60,,
prompt72,,31.05241298675537,167,buggy,None,221,,
prompt73,0.0,11.715898036956787,65,no,150.3,255,,
prompt74,,40.23968768119812,200,buggy,None,88,,
prompt75,0.634194240581285,9.256187677383423,51,no,1.6666666666666667,60,1.582275390625,0.063690185546875
prompt76,,38.468915700912476,200,buggy,None,5,,
prompt77,0.0,18.297873497009277,102,yes,100,100,,
prompt78,,1.227349042892456,6,buggy,None,6,,
prompt79,,37.29701209068298,200,buggy,None,70,,
prompt80,0.5746773919825761,3.4901387691497803,19,no,4,10,1.0751953125,0.05926513671875
prompt81,0.0,6.381407022476196,35,no,10,17,,
prompt82,0.793605131808372,6.65845513343811,37,no,259,623,1.8512369791666667,0.0599365234375
prompt83,0.6384005427114684,2.7954177856445312,15,no,200,600,1.5052083333333333,0.064727783203125
prompt84,,15.658692598342896,88,buggy,None,15,,
prompt85,0.0,13.213299751281738,72,no,216,44,,
prompt86,0.745108346760638,15.841284275054932,86,no,28,22,1.9033203125,0.064727783203125
prompt87,,38.079314947128296,200,buggy,None,9360,,
prompt88,0.0,13.28400468826294,74,no,8800,8000,,
prompt89,0.0,5.999106168746948,33,yes,24,24,,
prompt90,0.0,8.948304653167725,49,no,105,225,,
prompt91,,36.99188446998596,200,buggy,None,28,,
prompt92,0.5542457743193233,15.852202415466309,88,no,9.0,4,2.4420572916666665,0.07659912109375
prompt93,,39.020050287246704,200,buggy,None,36,,
prompt94,0.0,5.116103649139404,28,no,120,348,,
prompt95,0.13984288601145323,6.693696022033691,37,no,60,40,3.060546875,0.105224609375
prompt96,0.14441039187966717,31.867573738098145,174,yes,3,3,0.66845703125,0.060943603515625
prompt97,0.7113957289189843,1.0657365322113037,5,no,27,12,2.3408203125,0.0738525390625
prompt98,,38.678722858428955,200,buggy,None,5,,
prompt99,,1.2591958045959473,6,buggy,None,58,,
prompt100,0.38150376765304156,29.374629735946655,154,no,122.25,175,1.04638671875,0.0570526123046875
prompt101,,38.1518976688385,200,buggy,None,6,,
prompt102,0.0,5.14961051940918,28,no,5,26,,
prompt103,0.0,9.246350288391113,51,no,70,140,,
prompt104,,8.472521781921387,47,buggy,None,500,,
prompt105,0.0,8.783638715744019,49,yes,20,20,,
prompt106,,0.8899869918823242,4,buggy,None,72,,
prompt107,0.24829740075357828,6.304694652557373,34,no,725,3,1.95703125,0.06878662109375
prompt108,0.5522165580292926,0.89658522605896,4,no,55,50,4.271484375,0.114990234375
prompt109,,6.731882572174072,37,buggy,None,28,,
prompt110,0.0,12.246922492980957,67,yes,45,45,,
prompt111,0.0,8.030660629272461,44,no,10240,16,,
prompt112,0.0,5.1222522258758545,28,yes,24,24,,
prompt113,,0.8708226680755615,4,buggy,None,25,,
prompt114,0.5820245621470886,1.9678332805633545,10,no,150,6,3.6321614583333335,0.10432942708333333
prompt115,0.8288859612995767,9.12865662574768,50,no,29,90,2.40625,0.070770263671875
prompt116,0.6839064086486076,2.2851755619049072,12,no,70,42,2.6640625,0.077667236328125
prompt117,0.1016156050177658,3.84810471534729,21,yes,360,360,0.673828125,0.05712890625
prompt118,,37.81727147102356,200,buggy,None,4,,
prompt119,,7.145991563796997,39,buggy,None,95200,,
prompt120,0.0,13.257121562957764,74,no,56,240,,
prompt121,0.7542362986809216,0.893202543258667,4,no,5,27,2.158203125,0.072265625
prompt122,,20.60531258583069,113,buggy,None,48,,
prompt123,0.23504845897812496,11.10100531578064,62,no,170,50,1.361328125,0.0596923828125
prompt124,,6.415531396865845,35,buggy,None,10,,
prompt125,,39.583876609802246,200,buggy,None,10,,
prompt126,,24.967029809951782,136,buggy,None,82,,
prompt127,0.054828986185206964,7.895171403884888,44,no,100,120,0.67041015625,0.058135986328125
prompt128,,38.69170045852661,200,buggy,None,880,,
prompt129,0.0,11.039545059204102,61,no,5000,10000,,
prompt130,,20.43404769897461,112,buggy,None,30,,
prompt131,,4.19591212272644,23,buggy,None,940,,
prompt132,0.0,10.330385446548462,57,no,40,60,,
prompt133,,1.7642674446105957,9,buggy,None,13,,
prompt134,0.0,15.695284605026245,88,yes,720,720,,
prompt135,0.0,25.777352809906006,141,no,45,40,,
prompt136,,4.925803899765015,27,buggy,None,6,,
prompt137,,18.929624319076538,103,buggy,None,29,,
prompt138,0.0,3.897411823272705,21,no,10,105,,
prompt139,0.7253471244412847,2.2821531295776367,12,no,41,70,2.7548828125,0.07928466796875
prompt140,,7.195130348205566,40,buggy,None,20,,
prompt141,,0.7050409317016602,3,buggy,None,400,,
prompt142,,7.740239381790161,43,buggy,None,140,,
prompt143,,12.795088529586792,71,buggy,None,16,,
prompt144,,1.9608633518218994,10,buggy,None,20,,
prompt145,0.1987529783709705,12.038304090499878,67,no,3999.96,4000,1.0146484375,0.0617218017578125
prompt146,,38.17754817008972,200,buggy,None,2125,,
prompt147,0.0,6.511080503463745,34,no,110,75,,
prompt148,0.0,5.144604921340942,28,no,8,30,,
prompt149,0.0,8.617122173309326,48,yes,16,16,,
prompt150,0.0,8.246618032455444,45,no,23,4,,
prompt151,0.0,17.334349870681763,93,no,8025,5,,
prompt152,0.735748056071925,2.632063865661621,14,no,2.3,4,2.47607421875,0.0719757080078125
prompt153,,34.756988763809204,177,buggy,None,48,,
prompt154,,0.7221403121948242,3,buggy,None,272,,
prompt155,0.699320239206628,2.127000331878662,11,no,180,280,3.662109375,0.10052490234375
prompt156,0.0,3.9187591075897217,21,no,600,1400,,
prompt157,0.0,22.964396238327026,121,no,1140,80,,
prompt158,,9.924822092056274,55,buggy,None,34,,
prompt159,,5.471624374389648,30,buggy,None,15,,
prompt160,0.19301681646355515,11.538049459457397,64,no,34,16,0.67138671875,0.0643310546875
prompt161,,37.95162057876587,200,buggy,None,32,,
prompt162,0.0,6.666826248168945,37,no,32,92,,
prompt163,,37.420997858047485,200,buggy,None,50,,
prompt164,,13.588898658752441,75,buggy,None,15,,
prompt165,,2.3473851680755615,12,buggy,None,77,,
prompt166,,1.242506742477417,6,buggy,None,5,,
prompt167,0.0,8.037277936935425,45,no,26,16,,
prompt168,0.0,5.571917295455933,31,no,12,18,,
prompt169,0.0,5.412086009979248,30,no,100,120,,
prompt170,0.0,21.28513813018799,117,no,220,150,,
prompt171,,37.520315647125244,200,buggy,None,1210,,
prompt172,,23.631795167922974,128,buggy,None,51,,
prompt173,0.0,11.077732563018799,61,no,61200,18000,,
prompt174,,3.7751684188842773,20,buggy,None,95,,
prompt175,,3.5259389877319336,19,buggy,None,15,,
prompt176,0.043675338031899345,6.143236875534058,34,yes,100,100,0.662109375,0.06500244140625
prompt177,,38.66806197166443,200,buggy,None,350,,
prompt178,0.0,19.18017053604126,107,no,28,122,,
prompt179,0.0,6.683587312698364,37,yes,130,130,,
prompt180,0.0,8.647717475891113,48,yes,20,20,,
prompt181,0.0,16.743946075439453,89,no,8,160,,
prompt182,,28.1005380153656,154,buggy,None,23,,
prompt183,0.7644587116860254,9.051914691925049,47,no,6,2,1.076171875,0.0601806640625
prompt184,0.0,10.43193507194519,58,no,10,25,,
prompt185,0.0,8.447205543518066,47,yes,30,30,,
prompt186,,23.092843294143677,120,buggy,None,5,,
prompt187,,4.390246391296387,24,buggy,None,106,,
prompt188,0.10600197833553317,16.56642174720764,91,no,20,50,1.072265625,0.059326171875
prompt189,,2.837430000305176,15,buggy,None,34,,
prompt190,,36.75885772705078,200,buggy,None,360,,
prompt191,,6.348121404647827,35,buggy,None,5,,
prompt192,,16.367209672927856,91,buggy,None,91,,
prompt193,,40.034573793411255,200,buggy,None,24,,
prompt194,,27.664957284927368,151,buggy,None,10,,
prompt195,,1.5786230564117432,8,buggy,None,12,,
prompt196,0.22155969056714167,5.97457218170166,33,no,5,120,1.068359375,0.0634765625
prompt197,0.10214393571976459,27.452268362045288,149,no,6267,6277,1.3525390625,0.07159423828125
prompt198,0.1308172562827055,20.14660954475403,109,no,140,320,1.07421875,0.05804443359375
prompt199,,38.20129060745239,200,buggy,None,7500,,
prompt200,0.3666328634644668,3.516741991043091,19,no,55250,55,1.400390625,0.057698567708333336
prompt201,,6.039255380630493,33,buggy,None,114200,,
prompt202,0.06996998464430654,34.187955141067505,183,no,200200,100,2.7822265625,0.107269287109375
prompt203,0.7490610358219727,2.534252643585205,13,no,27,31,2.935546875,0.081634521484375
prompt204,,37.509772300720215,200,buggy,None,98,,
prompt205,,26.249656200408936,139,buggy,None,98,,
prompt206,0.0,8.744001150131226,48,no,680,860,,
prompt207,0.6835737071712894,2.4632608890533447,13,no,1600,2600,2.35107421875,0.0706939697265625
prompt208,0.0,12.115477561950684,67,no,27,76,,
prompt209,,18.962563514709473,106,buggy,None,145,,
prompt210,0.4963950693555854,1.7999136447906494,9,no,6,10,6.09375,0.1785888671875
prompt211,0.09615618776377839,8.542291402816772,47,no,15,4,0.671875,0.05682373046875
prompt212,0.0,19.550825119018555,109,no,2.67,5,,
prompt213,,10.490620613098145,58,buggy,None,250,,
prompt214,,37.60857057571411,200,buggy,None,8,,
prompt215,,17.34688949584961,96,buggy,None,44,,
prompt216,,11.888960838317871,66,buggy,None,220,,
prompt217,0.0,3.672006845474243,20,no,11,15,,
prompt218,0.0680259922638842,30.012750387191772,163,no,6366,45,3.6875,0.11334228515625
prompt219,0.0,18.52506732940674,102,no,156,54,,
prompt220,0.0,11.882069826126099,66,no,42,70,,
prompt221,,18.719489574432373,103,buggy,None,90,,
prompt222,0.0,4.197238445281982,23,no,80,140,,
prompt223,0.08143337220141232,7.218712091445923,40,no,50000,20000,0.673828125,0.060882568359375
prompt224,0.5036752692388392,5.857509136199951,32,no,90,180,0.67822265625,0.05584716796875
prompt225,,0.8862307071685791,4,buggy,None,9,,
prompt226,0.8367811811437114,18.428642749786377,101,no,43,33,2.216796875,0.067047119140625
prompt227,,20.416466236114502,107,buggy,None,9,,
prompt228,,0.8867058753967285,4,buggy,None,1,,
prompt229,,38.3515510559082,200,buggy,None,21,,
prompt230,,14.07047986984253,78,buggy,None,276000,,
prompt231,,13.901319980621338,77,buggy,None,50,,
prompt232,,13.079368829727173,73,buggy,None,75,,
prompt233,0.0,5.82670259475708,32,no,0,12,,
prompt234,0.417362172806876,19.00312829017639,105,no,32332036.6666,21,1.6789822048611112,0.0653415256076389
prompt235,,2.995927572250366,16,buggy,None,10,,
prompt236,0.0,3.701869249343872,20,no,20,31,,
prompt237,0.0,6.151110410690308,34,yes,90,90,,
prompt238,0.6630158176737082,4.882060527801514,27,no,10,68,4.3369140625,0.131256103515625
prompt239,0.0,14.4937162399292,79,no,448,280,,
prompt240,,16.451607704162598,92,buggy,None,21,,
prompt241,,17.914021492004395,100,buggy,None,6,,
prompt242,,10.487550258636475,58,buggy,None,3,,
prompt243,0.0,9.592572450637817,53,no,8000,250,,
prompt244,0.883458732463583,1.973268747329712,10,no,8,20,2.447265625,0.073486328125
prompt245,0.0,15.91726279258728,88,no,9,7,,
prompt246,,8.404403686523438,46,buggy,None,27000,,
prompt247,0.33061761262857137,27.742133140563965,148,no,121,32,0.6787109375,0.05755615234375
prompt248,0.0,7.017212390899658,39,yes,300,300,,
prompt249,,8.687918424606323,48,buggy,None,5600,,
prompt250,0.0,12.084231615066528,67,no,3,17,,
prompt251,0.13895097462567976,3.8326416015625,21,no,52,70,0.673828125,0.0592041015625
prompt252,0.35209555399345543,29.443523406982422,160,no,101525103331031032510325315510532553255325285325280025,73,1.66533203125,0.064422607421875
prompt253,0.0,6.829440116882324,38,yes,18,18,,
prompt254,0.0,18.919105052947998,104,no,36,84,,
prompt255,,19.02009344100952,105,buggy,None,192,,
prompt256,,1.4184648990631104,7,buggy,None,45,,
prompt257,,12.925737857818604,72,buggy,None,5600,,
prompt258,0.6024002463558465,1.5990405082702637,8,no,9.0,6,1.8824869791666667,0.06764729817708333
prompt259,,2.970114231109619,16,buggy,None,168,,
prompt260,0.06560797446875552,4.724157333374023,26,no,11.5,11,1.755859375,0.0693359375
prompt261,,6.108157157897949,34,buggy,None,62,,
prompt262,0.1015569016064326,4.355999231338501,24,no,100,270,0.67431640625,0.056243896484375
prompt263,,37.36831974983215,200,buggy,None,8,,
prompt264,,37.06432342529297,200,buggy,None,400,,
prompt265,0.4184792233345969,2.506873607635498,13,no,150000,9500,1.5140625,0.06640625
prompt266,0.0,17.314064741134644,94,no,37000,118000,,
prompt267,,38.07341551780701,200,buggy,None,91,,
prompt268,,37.28572916984558,200,buggy,None,1375,,
prompt269,0.25222692958245313,8.956965684890747,50,no,2,4,2.150390625,0.0799560546875
prompt270,0.0,22.822218656539917,123,yes,762,762,,
prompt271,,15.984503269195557,89,buggy,None,20,,
prompt272,0.9819906647817368,3.6981444358825684,20,no,2,5,0.6767578125,0.058502197265625
prompt273,0.0,22.645506381988525,121,no,1548,315,,
prompt274,,38.09902739524841,200,buggy,None,3200,,
prompt275,0.9225930174292638,6.994916677474976,38,no,102,138,2.2721354166666665,0.06648763020833333
prompt276,,5.311340570449829,29,buggy,None,9,,
prompt277,0.0,11.31937551498413,63,no,2,4,,
prompt278,0.0,5.773611307144165,32,no,30,40,,
prompt279,,2.7787628173828125,15,buggy,None,6,,
prompt280,0.0,7.7076520919799805,43,yes,7,7,,
prompt281,0.0,24.064273357391357,132,no,2600,2450,,
prompt282,,20.332825660705566,112,buggy,None,195,,
prompt283,,2.8599693775177,15,buggy,None,68,,
prompt284,,38.979491233825684,200,buggy,None,360,,
prompt285,0.0,4.009765863418579,22,no,18,21,,
prompt286,0.0,19.642117977142334,110,no,13.44,90,,
prompt287,,1.4084477424621582,7,buggy,None,8,,
prompt288,,37.475290298461914,200,buggy,None,3,,
prompt289,0.11323889165811221,9.410349369049072,52,no,3203,16,2.25390625,0.07904052734375
prompt290,,37.71705770492554,200,buggy,None,390,,
prompt291,0.0,25.663423538208008,140,no,9,2,,
prompt292,,1.0519099235534668,4,buggy,None,75,,
prompt293,0.0,27.389578104019165,146,no,71,83,,
prompt294,0.6253450042687428,8.328910827636719,46,no,4,3,1.076171875,0.05706787109375
prompt295,,38.62480545043945,200,buggy,None,370,,
prompt296,,37.16469049453735,200,buggy,None,3,,
prompt297,,14.06281065940857,77,buggy,None,55,,
prompt298,0.7109581108738371,1.9548475742340088,10,no,840,500,2.2278645833333335,0.07012939453125
prompt299,,6.226982116699219,34,buggy,None,31800,,
prompt300,0.0,9.373710870742798,52,yes,78,78,,
prompt301,,7.680706024169922,42,buggy,None,8,,
prompt302,0.0,6.12356972694397,34,no,30,15,,
prompt303,0.06533545951769111,15.367332458496094,84,no,1000,1300,1.7412109375,0.0821533203125
prompt304,,34.247339725494385,183,buggy,None,3200,,
prompt305,,1.233203649520874,6,buggy,None,4,,
prompt306,0.0,12.579286813735962,70,yes,10,10,,
prompt307,,3.890463352203369,21,buggy,None,16,,
prompt308,,37.3199942111969,200,buggy,None,6,,
prompt309,0.4166768136430397,12.308412313461304,68,no,6,8,0.67578125,0.05633544921875
prompt310,,11.965418100357056,65,buggy,None,2050,,
prompt311,0.5267342709946979,36.99140453338623,200,no,202210150936202210150936140403,91,2.39410400390625,0.08145904541015625
prompt312,0.0,7.367290496826172,41,no,38,32,,
prompt313,0.0,15.305543899536133,85,no,4500,120000,,
prompt314,,1.5866625308990479,8,buggy,None,30,,
prompt315,,16.343616485595703,91,buggy,None,14,,
prompt316,,19.585559844970703,107,buggy,None,156,,
prompt317,,20.601435661315918,115,buggy,None,12,,
prompt318,,2.6371805667877197,14,buggy,None,123,,
prompt319,,11.554083347320557,64,buggy,None,15,,
prompt320,0.7347318962463066,15.77295970916748,88,no,1,8,1.361328125,0.060089111328125
prompt321,,11.60349988937378,65,buggy,None,1,,
prompt322,0.6947015151160593,7.402477502822876,41,no,4,9,2.26171875,0.0740966796875
prompt323,0.2876888266716301,24.0711727142334,128,no,2448.0,75,2.2164713541666665,0.07118733723958333
prompt324,,20.957751035690308,115,buggy,None,14,,
prompt325,,38.07981777191162,200,buggy,None,224000,,
prompt326,,37.721574783325195,200,buggy,None,14,,
prompt327,0.0,13.236554622650146,73,no,19,31,,
prompt328,0.4844637487388456,12.372173070907593,69,no,1.3,2,1.985107421875,0.07076263427734375
prompt329,,4.7553229331970215,26,buggy,None,14,,
prompt330,0.0,16.27173161506653,89,no,30,31,,
prompt331,,34.425246238708496,178,buggy,None,8400,,
prompt332,0.139936427371572,23.7762553691864,131,no,55,44,1.7373046875,0.0830078125
prompt333,,38.19715213775635,200,buggy,None,100,,
prompt334,,13.342001676559448,74,buggy,None,6,,
prompt335,0.11816996701372766,3.342231512069702,18,no,57,310,0.6689453125,0.06280517578125
prompt336,,9.894675016403198,55,buggy,None,72,,
prompt337,0.9032986520907478,1.937751054763794,10,no,3,1,2.359375,0.07244873046875
prompt338,0.0,16.50871968269348,92,no,56,60,,
prompt339,0.6520671265345311,5.608997583389282,31,no,122,160,1.6389973958333333,0.0626220703125
prompt340,0.0,9.193994522094727,49,no,3,4,,
prompt341,0.2304218134672657,9.43126130104065,52,no,30,260,1.580078125,0.06402587890625
prompt342,,11.794451475143433,65,buggy,None,87,,
prompt343,0.0,13.333913087844849,74,no,300000,180000,,
prompt344,0.0,3.005918025970459,16,no,11,2,,
prompt345,,3.3000926971435547,18,buggy,None,310,,
prompt346,0.0,5.82609748840332,32,no,16,9,,
prompt347,,7.704012155532837,43,buggy,None,36,,
prompt348,0.13180585837197215,24.98494815826416,135,no,1.210100100052201e+39,10,0.8458426339285714,0.057525634765625
prompt349,,9.76489806175232,54,buggy,None,2640,,
prompt350,,38.29937434196472,200,buggy,None,8,,
prompt351,0.0,6.402186632156372,35,no,40,10,,
prompt352,0.0,12.37000298500061,69,no,7,21,,
prompt353,,10.511206150054932,58,buggy,None,20,,
prompt354,,38.278806924819946,200,buggy,None,45,,
prompt355,0.7985679485566002,4.076344728469849,22,no,21,34,1.9638671875,0.061798095703125
prompt356,0.0,37.11114430427551,196,no,35,21,,
prompt357,0.0,37.9006404876709,197,no,8,2,,
prompt358,0.7454396442349123,13.877914905548096,77,no,1.25,20,2.37841796875,0.068572998046875
prompt359,0.5664148387571019,2.13493275642395,11,no,20,4,4.9306640625,0.138916015625
prompt360,,3.140660047531128,17,buggy,None,25,,
prompt361,,17.850319147109985,96,buggy,None,20,,
prompt362,,1.9611594676971436,10,buggy,None,23,,
prompt363,,37.95089268684387,200,buggy,None,6,,
prompt364,0.0,7.779294967651367,43,no,42,49,,
prompt365,0.0,10.689300298690796,60,yes,18,18,,
prompt366,,37.60650873184204,200,buggy,None,9,,
prompt367,0.0,21.9666006565094,118,no,85,19,,
prompt368,0.0,4.884047985076904,27,no,24,18,,
prompt369,,15.400960206985474,83,buggy,None,1198,,
prompt370,,37.28022289276123,200,buggy,None,320,,
prompt371,0.0,8.39913296699524,46,no,72,50,,
prompt372,0.0,5.8159754276275635,32,no,1,5,,
prompt373,0.0,10.474197149276733,58,no,144000,240000,,
prompt374,,37.03133034706116,200,buggy,None,45,,
prompt375,0.0,4.465517997741699,24,no,6,48,,
prompt376,,37.045944690704346,200,buggy,None,15,,
prompt377,0.0,4.646572113037109,25,no,48,50,,
prompt378,0.0,6.150938510894775,34,no,25,15,,
prompt379,0.0,8.949912786483765,50,yes,21,21,,
prompt380,,9.143470525741577,51,buggy,None,803,,
prompt381,0.31312399605127833,9.684577703475952,54,yes,67,67,0.6748046875,0.05859375
prompt382,,37.34478425979614,200,buggy,None,350,,
prompt383,,0.9218411445617676,4,buggy,None,2,,
prompt384,,36.844948530197144,200,buggy,None,32,,
prompt385,,38.72019720077515,200,buggy,None,16,,
prompt386,,38.023964405059814,200,buggy,None,80,,
prompt387,0.36349152297516224,5.9529595375061035,33,no,26,36,0.677734375,0.0555419921875
prompt388,,4.211670875549316,23,buggy,None,88,,
prompt389,0.8661668355648295,4.45071268081665,24,no,0,6,2.44921875,0.0718994140625
prompt390,,6.213703393936157,34,buggy,None,12,,
prompt391,0.14765585190623115,7.571812868118286,42,no,1681653,15,1.0185546875,0.054290771484375
prompt392,,14.055542469024658,78,buggy,None,34,,
prompt393,,16.624853372573853,93,buggy,None,20,,
prompt394,0.6797818855542791,2.2915313243865967,12,no,420,92,2.4700520833333335,0.07761637369791667
prompt395,,37.937137603759766,200,buggy,None,38,,
prompt396,0.0,11.158069849014282,62,no,5,3,,
prompt397,,37.194069623947144,200,buggy,None,25,,
prompt398,,0.19897103309631348,0,buggy,None,168,,
prompt399,0.775725875053064,2.0896189212799072,11,no,42,12,2.2451171875,0.069580078125
prompt400,0.47716114267701715,2.4516243934631348,13,no,16,48,2.5693359375,0.07977294921875
prompt401,,36.9324836730957,200,buggy,None,14400,,
prompt402,,37.651451110839844,200,buggy,None,4,,
prompt403,,4.802733898162842,26,buggy,None,81,,
prompt404,,37.261202335357666,200,buggy,None,22,,
prompt405,,15.847249269485474,85,buggy,None,50,,
prompt406,,38.29205083847046,200,buggy,None,200,,
prompt407,,8.608137845993042,47,buggy,None,2000,,
prompt408,,4.273298740386963,23,buggy,None,20,,
prompt409,0.0,6.932385444641113,38,no,60000,168000,,
prompt410,,35.17948389053345,181,buggy,None,3,,
prompt411,,1.6146643161773682,8,buggy,None,1110,,
prompt412,0.20270287933353284,6.579756736755371,36,no,25,5,2.7109375,0.08953857421875
prompt413,,37.62952399253845,200,buggy,None,25,,
prompt414,,3.3376147747039795,18,buggy,None,56,,
prompt415,0.0,8.327503681182861,44,no,60,350,,
prompt416,,37.38723015785217,200,buggy,None,56,,
prompt417,0.0,7.903864860534668,43,no,12800,3140,,
prompt418,0.0843920241326055,12.810203790664673,71,no,37.5,40,0.677734375,0.051361083984375
prompt419,,1.9735593795776367,10,buggy,None,3000,,
prompt420,,3.181967258453369,17,buggy,None,17000,,
prompt421,0.21937453560684608,6.313172101974487,35,no,30,12,1.74609375,0.07818603515625
prompt422,,11.918748140335083,66,buggy,None,284,,
prompt423,,5.910093545913696,32,buggy,None,8,,
prompt424,,30.83987331390381,165,buggy,None,570,,
prompt425,,39.21749973297119,200,buggy,None,150,,
prompt426,0.0,10.86436128616333,60,no,12.5,11,,
prompt427,0.0,8.900908946990967,49,no,6,150,,
prompt428,0.590221388223533,14.095451831817627,78,no,22,26,2.29931640625,0.07623291015625
prompt429,0.0,10.94790244102478,61,yes,13,13,,
prompt430,0.28886401392905925,28.150216102600098,150,no,136.16,132,1.4332682291666667,0.058207194010416664
prompt431,0.0,8.201138973236084,45,yes,1,1,,
prompt432,0.0,13.57845139503479,73,no,0,30,,
prompt433,,7.556217432022095,42,buggy,None,6,,
prompt434,,37.20735454559326,200,buggy,None,5,,
prompt435,0.0,8.260329246520996,46,yes,5,5,,
prompt436,0.0,5.790867567062378,32,no,5,15,,
prompt437,0.0,5.781058073043823,32,yes,7,7,,
prompt438,0.5070007009903699,8.736639022827148,48,no,4,2,3.845703125,0.1005859375
prompt439,,2.1577999591827393,11,buggy,None,17,,
prompt440,0.0,7.521764516830444,42,no,80,98,,
prompt441,,24.969460487365723,134,buggy,None,80,,
prompt442,0.0,27.29187560081482,145,no,12,49,,
prompt443,,38.24083399772644,200,buggy,None,59,,
