prompt_id,entropy,latency,tokens_used,correct,llm_answer,ground_truth,avg_au,avg_eu
prompt57,0.0,49.977017402648926,210,yes,83,83,,
prompt58,0.22267377986908682,30.088273763656616,131,yes,57.0,57,0.67529296875,0.0589599609375
prompt59,,38.2758846282959,173,buggy,None,187,,
prompt60,,25.050151586532593,115,buggy,None,17,,
prompt61,0.21379782407550726,24.502766609191895,110,no,1360,1430,0.67822265625,0.05438232421875
prompt62,0.0,119.53538489341736,462,no,10099,25000,,
prompt63,0.0,37.567644119262695,164,no,3192,1596,,
prompt64,,20.6560115814209,90,buggy,None,300,,
prompt65,0.0,38.96717953681946,174,no,126,36,,
prompt66,,235.78374004364014,800,buggy,None,48,,
prompt67,,2.2366509437561035,10,buggy,None,595,,
prompt68,0.9185909805418829,15.919058561325073,75,no,3,36,2.048828125,0.061187744140625
prompt69,,19.90530562400818,91,buggy,None,60,,
prompt70,,29.04026436805725,131,buggy,None,7425,,
prompt71,0.33143946038723615,13.377211809158325,63,no,40,60,0.67822265625,0.051116943359375
prompt72,,20.570260286331177,94,buggy,None,221,,
prompt73,,35.336583375930786,159,buggy,None,255,,
prompt74,,249.02621984481812,800,buggy,None,88,,
prompt75,1.004532774733685,31.93622088432312,142,no,9,60,0.6796875,0.055084228515625
prompt76,,46.75479769706726,196,buggy,None,5,,
prompt77,0.2868598523424778,15.108632802963257,71,no,4004004504002002004002002004000200,100,2.0819769965277777,0.07346089680989583
prompt78,0.0,16.604900360107422,78,yes,6,6,,
prompt79,,233.6083881855011,800,buggy,None,70,,
prompt80,0.0,22.138652324676514,103,no,2.5,10,,
prompt81,,0.8157267570495605,3,buggy,None,17,,
prompt82,0.0,35.19678330421448,161,no,625,623,,
prompt83,,13.359850645065308,64,buggy,None,600,,
prompt84,0.0,21.995553731918335,104,no,6,15,,
prompt85,0.0,20.10099768638611,88,no,40,44,,
prompt86,,13.813428163528442,61,buggy,None,22,,
prompt87,0.08039432182081471,31.871392488479614,140,no,7920,9360,0.67431640625,0.055084228515625
prompt88,,14.160689353942871,67,buggy,None,8000,,
prompt89,,52.94296216964722,228,buggy,None,24,,
prompt90,0.050000933177138294,61.20807218551636,250,no,112.5,225,1.07421875,0.0582275390625
prompt91,0.0,23.12620782852173,107,no,9,28,,
prompt92,,30.07140040397644,136,buggy,None,4,,
prompt93,0.7600023263594398,6.261737585067749,27,no,39.33,36,3.11015625,0.0820556640625
prompt94,,2.223175287246704,10,buggy,None,348,,
prompt95,,16.84048557281494,79,buggy,None,40,,
prompt96,0.0,10.077629804611206,49,yes,3,3,,
prompt97,0.0,34.53363299369812,154,no,24,12,,
prompt98,,90.45076084136963,359,buggy,None,5,,
prompt99,,27.57692861557007,121,buggy,None,58,,
prompt100,0.0,72.3372094631195,292,no,241,175,,
prompt101,0.0,27.45816946029663,121,yes,6,6,,
prompt102,,2.247807502746582,10,buggy,None,26,,
prompt103,0.0,30.6064772605896,137,no,14,140,,
prompt104,,44.57535672187805,196,buggy,None,500,,
prompt105,,1.4107019901275635,6,buggy,None,20,,
prompt106,0.0,17.082184314727783,80,no,48,72,,
prompt107,0.0,52.04967164993286,212,no,2,3,,
prompt108,0.18479833887690744,45.28967094421387,192,no,210,50,0.67822265625,0.053436279296875
prompt109,,236.33803462982178,800,buggy,None,28,,
prompt110,0.0,19.60845112800598,86,yes,45,45,,
prompt111,0.15215924217564933,19.76168203353882,89,no,40,16,0.67041015625,0.06549072265625
prompt112,0.39584828801179706,63.31594729423523,266,no,0.3232,24,1.205078125,0.060618082682291664
prompt113,0.0,13.663939952850342,66,yes,25,25,,
prompt114,,1.3380396366119385,5,buggy,None,6,,
prompt115,,24.23507332801819,106,buggy,None,90,,
prompt116,0.0,26.0234055519104,118,no,91,42,,
prompt117,,13.45799469947815,65,buggy,None,360,,
prompt118,,107.84730529785156,425,buggy,None,4,,
prompt119,,81.35793948173523,328,buggy,None,95200,,
prompt120,,16.108545303344727,76,buggy,None,240,,
prompt121,0.0,23.98396062850952,109,no,15,27,,
prompt122,0.0,25.217767000198364,114,no,21,48,,
prompt123,,32.81671142578125,150,buggy,None,50,,
prompt124,0.0,16.955020427703857,76,no,30,10,,
prompt125,0.0,20.487746477127075,89,no,4,10,,
prompt126,0.0,23.241195917129517,106,no,44,82,,
prompt127,,24.99728560447693,116,buggy,None,120,,
prompt128,0.0,42.02849745750427,177,yes,880,880,,
prompt129,0.0,59.138890504837036,250,no,166.66,10000,,
prompt130,0.0,40.4978768825531,178,no,32,30,,
prompt131,,54.590932846069336,238,buggy,None,940,,
prompt132,0.11755774955869402,35.381664514541626,158,no,52,60,1.064453125,0.06890869140625
prompt133,0.0,17.612736701965332,82,no,24,13,,
prompt134,0.0,13.605884552001953,66,no,180,720,,
prompt135,0.0,18.254728078842163,85,no,50,40,,
prompt136,,234.20689392089844,800,buggy,None,6,,
prompt137,0.0,49.765692949295044,211,yes,29,29,,
prompt138,,238.32077288627625,800,buggy,None,105,,
prompt139,,233.38285183906555,800,buggy,None,70,,
prompt140,0.0,11.942074537277222,57,yes,20,20,,
prompt141,0.09274949324178475,46.29689168930054,204,no,7002.0,400,3.166015625,0.085693359375
prompt142,0.44905693287571075,2.4300031661987305,11,yes,140,140,1.8134765625,0.065185546875
prompt143,0.0,66.59070038795471,279,no,16.5,16,,
prompt144,0.0,52.57946300506592,211,no,4,20,,
prompt145,0.0,13.709897756576538,64,no,333,4000,,
prompt146,,104.51923441886902,410,buggy,None,2125,,
prompt147,0.0,54.582202196121216,219,no,150,75,,
prompt148,0.22955230797343,17.565975189208984,79,no,1.21284101082121e+18,30,1.716796875,0.06378682454427083
prompt149,,8.503016710281372,41,buggy,None,16,,
prompt150,,36.92473316192627,157,buggy,None,4,,
prompt151,0.0,47.28556180000305,197,no,3.75,5,,
prompt152,0.0,25.714776039123535,118,no,3.1,4,,
prompt153,0.0,39.29243278503418,163,no,64,48,,
prompt154,,224.1514551639557,759,buggy,None,272,,
prompt155,,57.63546562194824,241,buggy,None,280,,
prompt156,0.0,11.045485973358154,49,yes,1400,1400,,
prompt157,0.0,22.468571424484253,98,no,1400,80,,
prompt158,0.6741669895310548,2.2329485416412354,10,no,53.5,34,1.685302734375,0.06439208984375
prompt159,,236.1626033782959,800,buggy,None,15,,
prompt160,0.5729116306047627,10.047951221466064,47,no,17212022125122,16,1.6719292534722223,0.05746120876736111
prompt161,,0.8237838745117188,3,buggy,None,32,,
prompt162,,232.75217700004578,800,buggy,None,92,,
prompt163,0.0,26.313453912734985,119,no,40,50,,
prompt164,0.07224746239599349,16.919962167739868,76,no,33590,15,3.404296875,0.0950927734375
prompt165,,25.48278570175171,109,buggy,None,77,,
prompt166,0.6676616301077924,1.4335689544677734,6,yes,5,5,1.7587890625,0.0650634765625
prompt167,0.0,33.74785256385803,155,no,6,16,,
prompt168,0.0,36.552411794662476,167,no,24,18,,
prompt169,,86.65276193618774,361,buggy,None,120,,
prompt170,0.0,22.17850947380066,101,yes,150,150,,
prompt171,0.0,17.48114585876465,80,yes,1210,1210,,
prompt172,,1.8421549797058105,8,buggy,None,51,,
prompt173,,45.01607298851013,191,buggy,None,18000,,
prompt174,,225.9655373096466,753,buggy,None,95,,
prompt175,0.0,61.48110508918762,258,no,400,15,,
prompt176,0.2595412525030919,39.40853428840637,177,no,6.0,100,5.943359375,0.17047119140625
prompt177,,163.4551022052765,586,buggy,None,350,,
prompt178,0.09563141441731189,26.780661821365356,123,no,88,122,3.240234375,0.087158203125
prompt179,,20.281960248947144,94,buggy,None,130,,
prompt180,0.0,9.236752033233643,44,no,60,20,,
prompt181,,54.333049297332764,223,buggy,None,160,,
prompt182,0.0,55.78889775276184,243,no,30,23,,
prompt183,0.0,111.90855836868286,418,no,2.925,2,,
prompt184,,14.6112961769104,69,buggy,None,25,,
prompt185,0.3746736592740229,10.85936951637268,52,no,10,30,1.078125,0.05401611328125
prompt186,,54.20309829711914,220,buggy,None,5,,
prompt187,0.0,26.878830194473267,123,no,5.04,106,,
prompt188,,237.751971244812,800,buggy,None,50,,
prompt189,,1.8517539501190186,8,buggy,None,34,,
prompt190,0.0,9.877006530761719,48,no,6,360,,
prompt191,,204.38105726242065,724,buggy,None,5,,
prompt192,0.0,24.90873885154724,113,no,21,91,,
prompt193,,11.576190710067749,50,buggy,None,24,,
prompt194,0.0,10.424823522567749,50,yes,10,10,,
prompt195,,10.162780046463013,49,buggy,None,12,,
prompt196,0.0,19.69572162628174,91,no,40,120,,
prompt197,0.8108293873127116,13.540798425674438,63,no,1523.54,6277,2.408482142857143,0.07106236049107142
prompt198,,34.58794689178467,151,buggy,None,320,,
prompt199,0.0,23.61041259765625,104,no,15,7500,,
prompt200,,14.162318468093872,66,buggy,None,55,,
prompt201,0.07791280755241009,20.005472421646118,90,no,110400,114200,1.90234375,0.0771484375
prompt202,0.0,9.329591989517212,44,no,50,100,,
prompt203,,1.5712337493896484,6,buggy,None,31,,
prompt204,0.0,25.220650911331177,114,no,66,98,,
prompt205,0.22140764742291258,27.319791555404663,119,no,91.575,98,0.876953125,0.05474853515625
prompt206,0.12820825035170452,26.428478956222534,117,yes,860,860,0.671875,0.06573486328125
prompt207,0.5815882071678279,31.48143744468689,141,no,1040,2600,1.8505859375,0.060028076171875
prompt208,,2.855990409851074,13,buggy,None,76,,
prompt209,0.0,43.36015248298645,194,no,20,145,,
prompt210,0.7653476171647301,38.745774030685425,163,no,1,10,1.080078125,0.055755615234375
prompt211,0.47511997836765185,21.020941495895386,95,no,6,4,1.07421875,0.057220458984375
prompt212,,36.16939854621887,163,buggy,None,5,,
prompt213,0.0,49.63632321357727,213,no,500,250,,
prompt214,0.769159707957247,3.4696056842803955,16,no,64,8,2.3818359375,0.068817138671875
prompt215,0.4399063023424863,2.2408924102783203,10,no,0.0,44,4.369791666666667,0.1268310546875
prompt216,0.8337339587745619,1.63203763961792,7,no,1050,220,2.42431640625,0.068145751953125
prompt217,,3.216900587081909,15,buggy,None,15,,
prompt218,0.0,36.78334665298462,166,no,84,45,,
prompt219,,236.5504059791565,800,buggy,None,54,,
prompt220,0.0,33.23081588745117,149,no,80,70,,
prompt221,0.0,19.405085802078247,88,no,60,90,,
prompt222,,41.00897479057312,186,buggy,None,140,,
prompt223,,37.13576054573059,167,buggy,None,20000,,
prompt224,0.0,32.50516414642334,144,yes,180,180,,
prompt225,,2.2502870559692383,10,buggy,None,9,,
prompt226,,20.040785551071167,90,buggy,None,33,,
prompt227,0.0,27.946621656417847,119,yes,9,9,,
prompt228,0.0,111.01843476295471,441,no,68,1,,
prompt229,0.0,41.87783718109131,177,no,108,21,,
prompt230,0.36576740234658206,24.395487070083618,110,no,432000,276000,1.5926513671875,0.05733489990234375
prompt231,0.15331634594049137,29.971566677093506,133,no,75,50,1.8974609375,0.07928466796875
prompt232,0.0,22.7516770362854,105,yes,75,75,,
prompt233,,25.85814142227173,117,buggy,None,12,,
prompt234,,20.4876766204834,93,buggy,None,21,,
prompt235,0.0,30.584158658981323,137,no,60,10,,
prompt236,0.0,21.361886978149414,97,no,150,31,,
prompt237,0.0,16.048512935638428,75,yes,90,90,,
prompt238,,1.066727638244629,4,buggy,None,68,,
prompt239,0.0,25.76425075531006,113,no,360,280,,
prompt240,0.0,31.086219549179077,142,no,36,21,,
prompt241,0.0,7.492939710617065,36,no,3,6,,
prompt242,0.08594179419180194,44.18964695930481,191,no,25,3,0.67041015625,0.05792236328125
prompt243,0.0,59.90659141540527,252,no,28383.5,250,,
prompt244,,1.300109624862671,5,buggy,None,20,,
prompt245,0.14478047984402487,22.760796308517456,102,no,36,7,1.072265625,0.06109619140625
prompt246,,23.167344570159912,102,buggy,None,27000,,
prompt247,0.0,31.32588243484497,138,yes,32,32,,
prompt248,0.0,14.531702995300293,69,yes,300,300,,
prompt249,0.14589161169240572,37.99906277656555,167,yes,5600,5600,1.0751953125,0.056671142578125
prompt250,,236.12609958648682,800,buggy,None,17,,
prompt251,0.8557553333773703,1.8325083255767822,8,no,73,70,1.984375,0.059906005859375
prompt252,,233.88994765281677,800,buggy,None,73,,
prompt253,,13.276960372924805,63,buggy,None,18,,
prompt254,,69.28367185592651,287,buggy,None,84,,
prompt255,0.12600235160638848,36.202563762664795,161,no,96,192,2.15234375,0.0802001953125
prompt256,0.28130674710868503,24.28663730621338,110,no,101,45,0.6796875,0.053009033203125
prompt257,0.3952838088963107,21.009106636047363,96,no,100,5600,1.21826171875,0.0596160888671875
prompt258,0.0,15.73716115951538,72,no,5,6,,
prompt259,,16.28734850883484,76,buggy,None,168,,
prompt260,0.21513974062704463,35.490697622299194,160,no,72.0,11,1.7568359375,0.0663909912109375
prompt261,,182.22410368919373,663,buggy,None,62,,
prompt262,0.0,17.4677734375,82,yes,270,270,,
prompt263,,4.073829412460327,19,buggy,None,8,,
prompt264,,233.27571296691895,800,buggy,None,400,,
prompt265,,3.3611512184143066,14,buggy,None,9500,,
prompt266,0.40543005159917334,15.350698232650757,68,no,45800,118000,1.9313151041666667,0.061014811197916664
prompt267,,52.90434718132019,221,buggy,None,91,,
prompt268,,30.059130907058716,136,buggy,None,1375,,
prompt269,,12.320902824401855,59,buggy,None,4,,
prompt270,0.0,19.945534229278564,89,no,522,762,,
prompt271,0.0,17.505241632461548,81,no,48,20,,
prompt272,0.0,33.122114181518555,149,no,5.05,5,,
prompt273,0.0,29.62116813659668,129,no,3600,315,,
prompt274,0.2506048629814224,27.496260404586792,121,yes,3200,3200,0.6796875,0.05181884765625
prompt275,,7.360333681106567,32,buggy,None,138,,
prompt276,,237.5690016746521,800,buggy,None,9,,
prompt277,,1.0307765007019043,4,buggy,None,4,,
prompt278,,61.5657217502594,264,buggy,None,40,,
prompt279,0.0,52.33916354179382,230,no,3,6,,
prompt280,0.19689124161154622,18.015040397644043,84,yes,7.0,7,0.67724609375,0.0576171875
prompt281,0.0,30.121018171310425,136,no,2900,2450,,
prompt282,0.2866720168822595,54.27029228210449,232,no,33,195,1.078125,0.05322265625
prompt283,,166.4836344718933,590,buggy,None,68,,
prompt284,0.0,74.94964933395386,300,no,140,360,,
prompt285,0.0,33.49582314491272,154,yes,21,21,,
prompt286,0.0,30.674493312835693,141,yes,90,90,,
prompt287,,38.67430925369263,174,buggy,None,8,,
prompt288,,61.2486207485199,258,buggy,None,3,,
prompt289,,28.53377604484558,128,buggy,None,16,,
prompt290,0.0,21.093820333480835,95,yes,390,390,,
prompt291,0.11596858908873273,15.723397016525269,73,no,2.25,2,0.67578125,0.058074951171875
prompt292,0.14779595377896793,13.111601114273071,61,no,18,75,1.89453125,0.080322265625
prompt293,0.2037595407375304,12.973549365997314,58,no,86,83,0.6708984375,0.0645751953125
prompt294,0.0,24.068253993988037,109,no,15,3,,
prompt295,0.0,36.87242031097412,157,no,280,370,,
prompt296,0.14441039187966717,22.83621096611023,105,no,1.2,3,0.67919921875,0.047149658203125
prompt297,,39.18320822715759,168,buggy,None,55,,
prompt298,0.0,20.28216242790222,90,no,350,500,,
prompt299,,240.98633742332458,800,buggy,None,31800,,
prompt300,0.0,25.21284794807434,114,yes,78,78,,
prompt301,,29.73242449760437,129,buggy,None,8,,
prompt302,0.0,24.734650135040283,114,yes,15,15,,
prompt303,0.0,23.817063570022583,105,no,1800,1300,,
prompt304,0.0,18.833494186401367,86,no,700,3200,,
prompt305,,9.681983709335327,47,buggy,None,4,,
prompt306,0.0,9.750286102294922,46,yes,10,10,,
prompt307,,19.071181058883667,87,buggy,None,16,,
prompt308,,28.313815593719482,128,buggy,None,6,,
prompt309,0.16475201752221844,65.04217338562012,270,no,2413,8,2.24072265625,0.0783843994140625
prompt310,0.28749969273251774,26.68085265159607,116,no,2000,2050,2.201171875,0.070526123046875
prompt311,0.0,16.83721899986267,79,yes,91,91,,
prompt312,,6.854576349258423,33,buggy,None,32,,
prompt313,,44.45965242385864,193,buggy,None,120000,,
prompt314,0.0,21.889721155166626,100,no,0,30,,
prompt315,0.6269524330385551,45.7964870929718,199,no,6,14,0.677734375,0.052276611328125
prompt316,,46.983458280563354,201,buggy,None,156,,
prompt317,,30.656436681747437,140,buggy,None,12,,
prompt318,,24.997466325759888,114,buggy,None,123,,
prompt319,0.0,35.123640298843384,155,no,135,15,,
prompt320,0.8729051800879964,2.2360243797302246,10,no,9,8,2.166015625,0.0643310546875
prompt321,,10.928421020507812,53,buggy,None,1,,
prompt322,0.3370620602529719,17.425880908966064,80,no,72,9,1.58203125,0.05780029296875
prompt323,,44.768595933914185,188,buggy,None,75,,
prompt324,0.0,17.47022271156311,80,no,10,14,,
prompt325,,18.269639253616333,81,buggy,None,224000,,
prompt326,0.0,23.41722559928894,105,no,2,14,,
prompt327,,2.0576388835906982,9,buggy,None,31,,
prompt328,,98.05434489250183,399,buggy,None,2,,
prompt329,0.0,11.924564838409424,56,yes,14,14,,
prompt330,0.38870190251631814,19.31767439842224,86,yes,31,31,4.9814453125,0.1585693359375
prompt331,,1.1388981342315674,4,buggy,None,8400,,
prompt332,0.0,16.41731286048889,77,yes,44,44,,
prompt333,,9.49688720703125,42,buggy,None,100,,
prompt334,0.0,14.494414329528809,67,yes,6,6,,
prompt335,0.0,28.80258584022522,130,yes,310,310,,
prompt336,0.0,40.11188316345215,178,no,24,72,,
prompt337,,25.304063081741333,117,buggy,None,1,,
prompt338,0.2557120597674107,30.516549348831177,137,no,19,60,0.6787109375,0.052154541015625
prompt339,0.0,27.96235680580139,128,no,140,160,,
prompt340,,60.72445559501648,244,buggy,None,4,,
prompt341,,8.2610764503479,37,buggy,None,260,,
prompt342,,29.33789587020874,130,buggy,None,87,,
prompt343,0.23667408208377247,236.98670649528503,800,no,10010014310010023241001003625100100432410010056351001006356100100756100100816100100945100100105611001001151011001001251110010013552100100145121001001561221001001661221001001755,180000,1.8594970703125,0.05425534929547991
prompt344,,116.99020957946777,459,buggy,None,2,,
prompt345,0.0,34.00598406791687,155,no,80,310,,
prompt346,0.0,73.60789370536804,302,no,6,9,,
prompt347,0.8183672960050281,2.2587966918945312,10,no,42,36,2.2138671875,0.0687255859375
prompt348,0.2277105325614752,58.35962653160095,245,yes,10,10,0.6787109375,0.0509033203125
prompt349,,41.19011950492859,179,buggy,None,2640,,
prompt350,0.0,34.797661542892456,150,no,3,8,,
prompt351,,27.52109932899475,122,buggy,None,10,,
prompt352,0.0,37.265286684036255,168,no,11,21,,
prompt353,0.0,47.937321186065674,203,no,24.52,20,,
prompt354,0.6153842608073301,2.2040860652923584,9,no,360,45,1.8352864583333333,0.06333414713541667
prompt355,0.500446066744197,1.8465855121612549,8,no,7,34,4.99609375,0.1263427734375
prompt356,0.31653172173649496,56.463295698165894,238,no,8127901171190919172163163271909027117212315213412416,21,2.198876953125,0.0739288330078125
prompt357,,4.1823084354400635,18,buggy,None,2,,
prompt358,0.0,19.92409086227417,91,no,1,20,,
prompt359,0.0,36.099926233291626,159,no,6.275,4,,
prompt360,0.0,13.116983890533447,63,no,87,25,,
prompt361,0.11339100512726583,46.45315456390381,194,no,0.1125,20,1.07421875,0.057373046875
prompt362,,241.12788558006287,800,buggy,None,23,,
prompt363,0.0,21.881975173950195,97,no,5.8,6,,
prompt364,0.0,27.19716501235962,123,no,44,49,,
prompt365,0.0,12.5437912940979,61,yes,18,18,,
prompt366,0.8655230966966719,16.026647806167603,73,yes,9,9,2.05078125,0.062255859375
prompt367,,32.951050758361816,144,buggy,None,19,,
prompt368,0.0,18.4325909614563,87,no,7,18,,
prompt369,0.0,87.00626540184021,346,yes,1198,1198,,
prompt370,0.10531391993175727,19.771636486053467,91,no,400,320,1.3486328125,0.07208251953125
prompt371,0.0,19.484020709991455,86,no,8,50,,
prompt372,0.0,22.592833757400513,103,yes,5,5,,
prompt373,0.5681562386751584,3.471883535385132,16,no,226666.7,240000,1.821044921875,0.06761550903320312
prompt374,0.0,36.321120262145996,165,yes,45,45,,
prompt375,,4.276565074920654,20,buggy,None,48,,
prompt376,0.7164164319103489,29.947599172592163,137,no,5,15,1.3603515625,0.05633544921875
prompt377,0.0,45.492640018463135,193,no,20,50,,
prompt378,0.0,25.646175146102905,117,yes,15,15,,
prompt379,0.0,15.622187852859497,74,yes,21,21,,
prompt380,0.10081669637642254,26.42714262008667,121,no,182.5,803,1.0712890625,0.06219482421875
prompt381,0.0,15.099721908569336,71,yes,67,67,,
prompt382,0.0,25.555230379104614,116,no,225,350,,
prompt383,0.0,21.936975479125977,96,no,9,2,,
prompt384,,1.0251433849334717,4,buggy,None,32,,
prompt385,0.0,32.72648763656616,141,yes,16,16,,
prompt386,0.16102259375604222,31.06011152267456,137,no,211.4,80,2.2734375,0.062744140625
prompt387,0.13659514189428593,12.775637149810791,62,no,122436,36,1.078125,0.055023193359375
prompt388,0.0,7.914729356765747,38,no,66,88,,
prompt389,,22.39225935935974,99,buggy,None,6,,
prompt390,0.0,38.563546657562256,168,no,147,12,,
prompt391,0.0,24.273350477218628,111,no,5,15,,
prompt392,0.0,19.404787063598633,88,no,22,34,,
prompt393,0.0,10.524249792098999,51,no,22.5,20,,
prompt394,0.23855926379220369,36.88159704208374,167,no,20236207292,92,1.624609375,0.0576904296875
prompt395,,72.5833010673523,297,buggy,None,38,,
prompt396,0.083593657738474,21.424358129501343,99,no,512,3,0.67626953125,0.053253173828125
prompt397,0.0,73.23085045814514,307,no,11,25,,
prompt398,0.0,19.748335123062134,90,no,68,168,,
prompt399,0.473384308990909,25.17681908607483,116,yes,12,12,0.68017578125,0.053558349609375
prompt400,,51.85030174255371,227,buggy,None,48,,
prompt401,0.6563018091415702,2.4278926849365234,11,no,95200,14400,2.240234375,0.073193359375
prompt402,0.1720032101293557,32.85657835006714,147,no,0,4,1.060546875,0.071533203125
prompt403,0.0,25.270383834838867,113,no,120,81,,
prompt404,0.0,33.16225218772888,150,no,15.5,22,,
prompt405,,113.41634750366211,434,buggy,None,50,,
prompt406,0.0,23.150066137313843,102,no,140,200,,
prompt407,0.0,30.96509027481079,134,no,5000,2000,,
prompt408,0.0,30.908447265625,135,yes,20,20,,
prompt409,,2.8699491024017334,13,buggy,None,168000,,
prompt410,,4.245452880859375,18,buggy,None,3,,
prompt411,0.0,20.2141535282135,91,no,950,1110,,
prompt412,,30.67874026298523,136,buggy,None,5,,
prompt413,,237.01025533676147,800,buggy,None,25,,
prompt414,0.0,20.530950784683228,95,yes,56,56,,
prompt415,,248.6974813938141,800,buggy,None,350,,
prompt416,0.4952219780068587,25.9873468875885,118,no,28,56,0.6796875,0.051361083984375
prompt417,,55.35706305503845,227,buggy,None,3140,,
prompt418,0.37385018625929256,6.198622703552246,29,no,4000,40,1.9248046875,0.0650634765625
prompt419,0.0,32.01897192001343,135,yes,3000,3000,,
prompt420,0.0,22.202588319778442,101,yes,17000,17000,,
prompt421,0.22958424184083365,9.456291913986206,45,no,4.9,12,0.872802734375,0.059112548828125
prompt422,,36.75608825683594,160,buggy,None,284,,
prompt423,,31.55974054336548,134,buggy,None,8,,
prompt424,,29.987152576446533,134,buggy,None,570,,
prompt425,0.26356047443593783,13.984957695007324,61,yes,150,150,1.0771484375,0.05462646484375
prompt426,,1.0298306941986084,4,buggy,None,11,,
prompt427,,68.66905117034912,283,buggy,None,150,,
prompt428,0.19657411803445754,47.817113399505615,203,no,4.0,26,3.533203125,0.0823974609375
prompt429,,21.22503113746643,98,buggy,None,13,,
prompt430,0.09498211953711443,23.663562297821045,105,yes,132.0,132,1.353515625,0.06732177734375
prompt431,0.0,17.573874473571777,79,yes,1,1,,
prompt432,,1.1411385536193848,4,buggy,None,30,,
prompt433,0.0,14.190312385559082,67,no,18.75,6,,
prompt434,0.3829548675693443,17.428123950958252,81,no,2.25,5,0.8759765625,0.0573577880859375
prompt435,,29.247349977493286,134,buggy,None,5,,
prompt436,0.0,17.242952823638916,81,no,20,15,,
prompt437,,232.94948887825012,800,buggy,None,7,,
prompt438,0.17796526179772318,47.412376165390015,199,no,11.33,2,1.1253255208333333,0.06522623697916667
prompt439,0.0,19.06541609764099,83,no,16,17,,
prompt440,,5.252482175827026,25,buggy,None,98,,
prompt441,,48.71138262748718,206,buggy,None,80,,
prompt442,,17.775986433029175,79,buggy,None,49,,
prompt443,,36.46582078933716,157,buggy,None,59,,
prompt444,,232.67207646369934,800,buggy,None,20,,
prompt445,,9.713547229766846,44,buggy,None,6,,
prompt446,0.0,88.34055185317993,358,no,24,2,,
